selling_price,km_driven,fuel,seller_type,transmission,owner,seats,torque_rpm,Mileage,Engine,Max_Power
140000,120000,Diesel,Individual,Manual,Second Owner,5.0,2500,19.09,1396.0,69.0
600000,70000,Diesel,Individual,Manual,Second Owner,5.0,2000,23.4,1248.0,74.0
1000000,24700,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
65000,100000,Petrol,Individual,Manual,Third Owner,5.0,4200,18.0,995.0,62.0
500000,10000,Petrol,Individual,Manual,First Owner,5.0,4200,20.89,1197.0,81.8
1100000,88754,Diesel,Dealer,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
1150000,43526,Diesel,Dealer,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
320000,55885,Petrol,Dealer,Manual,First Owner,5.0,3750,16.25,1198.0,75.0
950000,16034,Diesel,Dealer,Manual,First Owner,5.0,2500,21.7,1498.0,98.96
250000,156040,Diesel,Dealer,Manual,First Owner,5.0,2000,20.0,1399.0,68.0
400000,93415,Diesel,Dealer,Manual,First Owner,7.0,1800,13.1,2499.0,141.0
1100000,122000,Diesel,Individual,Automatic,Second Owner,5.0,3000,18.48,1995.0,177.0
600000,20000,Diesel,Individual,Manual,First Owner,5.0,2000,27.39,1248.0,74.0
509999,46000,Petrol,Individual,Manual,First Owner,5.0,4200,22.0,1197.0,81.8
395000,50000,Petrol,Individual,Manual,Third Owner,5.0,3800,15.41,1598.0,103.2
469000,5000,Petrol,Individual,Manual,First Owner,5.0,3500,21.79,998.0,67.05
250000,42000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3
130000,68519,Petrol,Dealer,Manual,First Owner,5.0,4200,16.2,995.0,62.1
906000,30000,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96
160000,85000,Diesel,Individual,Manual,First Owner,5.0,2000,20.0,1399.0,68.0
300000,88000,Petrol,Individual,Manual,First Owner,5.0,4000,17.5,1298.0,85.8
60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,2500,14.0,796.0,37.5
400000,100000,Petrol,Individual,Manual,Second Owner,5.0,4000,19.1,1197.0,85.8
450000,22966,Petrol,Dealer,Manual,First Owner,5.0,3300,23.84,1199.0,84.48
465000,80000,Diesel,Individual,Manual,Second Owner,7.0,2200,15.96,2523.0,62.1
325000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.9,1248.0,74.0
150000,70000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
250000,2350,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
175000,50000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3
175000,58000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3
150000,80000,Petrol,Individual,Manual,Second Owner,5.0,4800,16.9,1497.0,100.0
797000,60000,Diesel,Individual,Manual,First Owner,7.0,2200,16.5,1493.0,70.0
800000,35000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.86
750000,59872,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
400000,140000,Diesel,Individual,Manual,Second Owner,5.0,2775,13.5,2179.0,115.0
160000,110000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3
700000,91182,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
160000,60000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3
400000,100000,Diesel,Individual,Manual,First Owner,5.0,2750,21.27,1396.0,88.76
451000,120000,Diesel,Individual,Manual,First Owner,5.0,2400,23.59,1364.0,67.06
40000,80000,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0
300000,70000,Diesel,Individual,Manual,Third Owner,5.0,3000,21.12,1248.0,88.8
421000,59500,Petrol,Individual,Manual,Second Owner,5.0,3500,23.1,998.0,67.04
950000,45000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5
395000,75500,Diesel,Individual,Manual,Second Owner,5.0,2750,23.0,1396.0,90.0
950000,46000,Diesel,Individual,Manual,Second Owner,5.0,1750,24.3,1248.0,88.5
270000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3
360000,60000,Petrol,Individual,Automatic,Second Owner,5.0,4200,15.0,1396.0,100.0
235000,152500,Diesel,Individual,Manual,First Owner,5.0,2000,17.8,1248.0,75.0
1850000,60000,Diesel,Individual,Automatic,Second Owner,5.0,1800,13.0,2143.0,201.1
1900000,130000,Diesel,Individual,Automatic,First Owner,7.0,3200,12.55,2982.0,168.5
550000,23456,Petrol,Dealer,Manual,First Owner,5.0,4000,18.9,1197.0,82.0
1225000,39000,Diesel,Dealer,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
700000,15000,Petrol,Individual,Manual,First Owner,5.0,4800,17.5,1199.0,88.7
1650000,69123,Diesel,Dealer,Manual,First Owner,5.0,2500,17.1,1956.0,170.0
376000,26000,Petrol,Individual,Manual,First Owner,5.0,4500,19.4,1198.0,86.8
875000,77524,Diesel,Dealer,Manual,First Owner,5.0,2750,22.7,1498.0,89.84
459999,40523,Petrol,Dealer,Manual,Second Owner,5.0,4000,18.5,1197.0,82.85
755000,39000,Diesel,Dealer,Manual,First Owner,5.0,2000,28.4,1248.0,74.0
6223000,7800,Petrol,Dealer,Automatic,Test Drive Car,5.0,4100,15.26,1798.0,187.74
5923000,11500,Petrol,Dealer,Automatic,Test Drive Car,5.0,4100,15.26,1798.0,187.74
6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,5.0,4100,15.26,1798.0,187.74
1050000,220000,Diesel,Individual,Manual,Second Owner,7.0,3400,11.5,2982.0,171.0
1050000,120000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0
800000,25000,Petrol,Individual,Automatic,First Owner,5.0,4000,21.4,1197.0,83.1
600000,31000,Diesel,Individual,Manual,Second Owner,5.0,2000,25.2,1248.0,74.0
530000,42000,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1
450000,80000,Petrol,Individual,Manual,First Owner,5.0,4000,20.85,1197.0,83.14
235000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,20.92,998.0,67.1
550000,240000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0
395000,35000,Petrol,Individual,Automatic,Second Owner,5.0,3800,14.3,1598.0,103.5
450000,35000,Petrol,Individual,Manual,First Owner,5.0,3500,20.3,1199.0,84.0
600000,5000,Petrol,Individual,Manual,First Owner,7.0,3500,20.0,999.0,72.0
610000,110000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5
690000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
790000,15000,Petrol,Individual,Manual,First Owner,5.0,4000,17.0,1198.0,108.5
254999,40000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.92,998.0,67.1
500000,41000,Petrol,Individual,Manual,First Owner,5.0,4800,18.7,1199.0,88.7
340000,100000,Diesel,Individual,Manual,Second Owner,7.0,1500,13.6,2523.0,63.0
150000,120000,Diesel,Individual,Manual,First Owner,9.0,2500,12.2,1948.0,68.0
245000,110000,Diesel,Individual,Manual,Third Owner,7.0,1500,13.6,2523.0,63.0
515000,120000,Diesel,Individual,Manual,Second Owner,5.0,2500,20.34,1498.0,103.2
122000,60000,Diesel,Individual,Manual,Second Owner,5.0,2200,12.8,1995.0,52.0
160000,35000,Petrol,Individual,Manual,Third Owner,5.0,9904,19.81,1086.0,68.05
110000,120000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
360000,70000,Diesel,Individual,Manual,First Owner,5.0,2000,25.2,1248.0,74.0
260000,90000,Diesel,Individual,Manual,Third Owner,5.0,2750,16.2,1493.0,110.0
128000,60000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
600000,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,23.9,1582.0,126.2
800000,151000,Diesel,Individual,Manual,Second Owner,7.0,3400,11.5,2982.0,171.0
675000,25000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
1000000,24700,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
65000,100000,Petrol,Individual,Manual,Third Owner,5.0,4200,18.0,995.0,62.0
500000,10000,Petrol,Individual,Manual,First Owner,5.0,4200,20.89,1197.0,81.8
300000,50000,Petrol,Individual,Manual,First Owner,5.0,4100,15.0,1586.0,104.68
125000,80000,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0
550000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0
150000,80000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3
891000,80000,Diesel,Individual,Manual,First Owner,7.0,2800,15.4,2179.0,120.0
1050000,70000,Diesel,Individual,Manual,First Owner,7.0,3600,12.99,2494.0,100.6
750000,15000,Petrol,Individual,Manual,First Owner,5.0,4500,21.1,998.0,100.5
380000,27500,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,82.9
800000,110000,Diesel,Individual,Manual,Second Owner,8.0,3600,12.99,2494.0,100.6
200000,120000,Petrol,Individual,Manual,First Owner,5.0,3000,15.7,1390.0,75.0
700000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,28.09,1248.0,88.5
229999,290000,Diesel,Individual,Manual,First Owner,10.0,2400,13.1,2446.0,75.0
300000,74000,Petrol,Individual,Manual,Second Owner,5.0,4300,12.8,2354.0,177.6
670000,120000,Diesel,Individual,Manual,First Owner,7.0,1750,24.2,1498.0,98.6
210000,140000,Petrol,Individual,Manual,First Owner,5.0,2700,17.7,1497.0,78.0
370000,40000,Petrol,Individual,Manual,First Owner,5.0,4200,20.89,1197.0,81.8
600000,20000,Petrol,Individual,Automatic,First Owner,5.0,4000,21.4,1197.0,83.1
810000,15000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5
346000,16000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0
55000,130000,Petrol,Individual,Manual,First Owner,5.0,4700,13.0,1343.0,90.0
250000,118000,Diesel,Individual,Manual,Second Owner,7.0,2700,13.93,2179.0,138.03
120000,44000,Petrol,Individual,Manual,Second Owner,5.0,4500,16.1,1298.0,88.2
600000,50000,Diesel,Individual,Manual,Second Owner,7.0,1750,20.77,1248.0,88.8
330000,60000,Petrol,Individual,Manual,First Owner,5.0,3000,15.37,1196.0,73.0
400000,147000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.6,1197.0,81.83
100000,40000,Diesel,Individual,Manual,Second Owner,5.0,2500,16.8,1405.0,62.0
450000,100000,Petrol,Individual,Manual,Third Owner,5.0,4000,19.1,1197.0,85.8
800000,55000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5
340000,40000,Diesel,Individual,Manual,Second Owner,5.0,2000,27.62,793.0,47.0
225000,64000,Diesel,Individual,Manual,Third Owner,5.0,4500,21.1,1248.0,73.9
55000,100000,Petrol,Individual,Manual,Second Owner,5.0,4500,17.3,993.0,60.0
900000,50000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5
2500000,30000,Diesel,Individual,Automatic,First Owner,5.0,2500,9.0,1984.0,181.0
465000,30000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04
70000,150000,Petrol,Individual,Manual,First Owner,5.0,4500,17.3,993.0,60.0
400000,24177,Petrol,Individual,Manual,First Owner,5.0,4000,17.57,1193.0,88.7
185000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,16.1,1405.0,70.0
140000,150000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,998.0,67.1
415000,120000,Diesel,Individual,Manual,Second Owner,7.0,1900,21.04,1461.0,83.8
532000,121779,Diesel,Individual,Manual,First Owner,8.0,2800,12.05,2179.0,120.0
600000,56000,Diesel,Individual,Manual,First Owner,5.0,2000,27.39,1248.0,74.0
150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4100,15.0,1586.0,104.68
459999,12000,Petrol,Individual,Manual,First Owner,5.0,4200,20.4,1197.0,81.8
800000,15381,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5
310000,5000,Diesel,Individual,Manual,First Owner,7.0,1500,13.6,2523.0,63.0
475000,40000,Diesel,Individual,Manual,First Owner,5.0,2250,19.01,1461.0,108.5
310000,35000,CNG,Individual,Manual,Second Owner,5.0,3500,26.6,998.0,58.16
350000,10000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05
1800000,10000,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
640000,25000,Petrol,Individual,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
350000,50000,Petrol,Individual,Automatic,First Owner,5.0,3500,20.51,998.0,67.0
600000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,17.0,1198.0,108.5
575000,23000,Diesel,Individual,Manual,First Owner,5.0,2750,23.9,1582.0,126.2
974000,15000,Diesel,Individual,Manual,First Owner,6.0,2000,16.55,2498.0,105.0
445000,5000,Petrol,Individual,Automatic,Second Owner,5.0,3500,20.51,998.0,67.0
580000,15000,Diesel,Individual,Manual,Second Owner,7.0,1750,20.77,1248.0,88.76
1050000,20000,Diesel,Individual,Manual,First Owner,5.0,2750,22.1,1396.0,88.7
600000,50000,Diesel,Individual,Manual,First Owner,5.0,3250,22.77,1498.0,98.59
370000,40000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.16,1196.0,86.8
150000,70000,Petrol,Individual,Manual,Third Owner,5.0,3500,18.2,1061.0,64.0
483000,15000,Petrol,Individual,Manual,First Owner,5.0,3500,23.1,998.0,67.04
470000,10000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0
950000,25000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5
450000,50000,Petrol,Individual,Manual,Third Owner,5.0,4200,17.01,1591.0,121.3
345000,70000,Petrol,Individual,Manual,First Owner,5.0,3000,17.6,1496.0,88.7
600000,5000,Petrol,Individual,Automatic,First Owner,5.0,4200,20.89,1197.0,81.8
300000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,19.0,998.0,66.1
160000,74800,Petrol,Individual,Manual,Second Owner,5.0,3500,18.2,998.0,67.1
120000,80000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0
220000,270000,CNG,Individual,Manual,First Owner,5.0,3000,21.94,1196.0,61.7
340000,120000,Petrol,Individual,Manual,First Owner,5.0,9414,20.3,998.0,68.05
138000,120000,Petrol,Individual,Manual,Second Owner,5.0,2700,17.7,1497.0,78.0
231000,80000,Petrol,Individual,Manual,Third Owner,5.0,4000,17.5,1298.0,85.8
800000,120000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0
960000,20000,Petrol,Individual,Manual,First Owner,5.0,3500,17.0,1197.0,108.6
120000,70000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,1061.0,67.0
270000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,18.9,998.0,67.1
200000,100000,Petrol,Individual,Manual,Second Owner,5.0,4000,21.1,1197.0,85.8
328000,123000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,85.8
432000,77000,Diesel,Individual,Manual,First Owner,5.0,2750,22.32,1582.0,126.32
565000,7000,Petrol,Individual,Manual,First Owner,5.0,4300,18.78,999.0,75.0
390000,70000,Petrol,Individual,Manual,First Owner,5.0,3000,15.37,1196.0,73.0
600000,30000,Diesel,Individual,Manual,First Owner,5.0,3000,25.83,1498.0,99.0
250000,120000,Diesel,Individual,Manual,Third Owner,5.0,2750,23.0,1396.0,90.0
165000,70000,Petrol,Individual,Manual,First Owner,5.0,4200,18.0,995.0,62.0
421000,105000,Petrol,Individual,Manual,First Owner,5.0,4800,17.0,1497.0,118.0
225000,109322,Petrol,Individual,Manual,Second Owner,5.0,3500,16.36,1495.0,93.7
350000,120000,Diesel,Individual,Manual,First Owner,5.0,2000,21.64,1461.0,84.8
1757000,24000,Diesel,Individual,Manual,First Owner,5.0,2500,17.1,1956.0,170.0
600000,70000,Diesel,Individual,Manual,Second Owner,5.0,2000,27.39,1248.0,74.0
515000,35000,Petrol,Individual,Manual,First Owner,5.0,3500,24.0,1199.0,83.81
80000,80000,Petrol,Individual,Manual,Third Owner,4.0,2500,16.1,796.0,37.0
800000,70000,Diesel,Individual,Manual,Second Owner,5.0,1750,23.65,1248.0,88.5
120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,2800,10.5,2179.0,120.0
2711000,9000,Diesel,Dealer,Automatic,First Owner,5.0,2500,13.6,1999.0,177.0
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0
475000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04
400000,20000,Petrol,Individual,Automatic,First Owner,5.0,3500,20.51,998.0,67.0
300000,60000,Diesel,Individual,Manual,First Owner,5.0,1750,20.3,1248.0,75.0
400000,475000,Diesel,Individual,Manual,Third Owner,5.0,2775,13.5,2179.0,115.0
235000,70000,Petrol,Individual,Manual,Second Owner,5.0,3500,17.3,1061.0,64.0
350000,40000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.51,998.0,67.04
625000,34000,Diesel,Individual,Manual,Second Owner,5.0,2000,28.4,1248.0,74.02
525000,120000,Diesel,Individual,Manual,First Owner,7.0,2800,15.1,2179.0,140.0
550000,10000,Petrol,Individual,Manual,First Owner,5.0,3500,20.3,1199.0,84.0
550000,80000,Diesel,Individual,Manual,Second Owner,7.0,2200,15.96,2523.0,62.1
200000,100000,Petrol,Individual,Manual,Second Owner,5.0,2700,17.7,1497.0,78.0
350000,120000,Diesel,Individual,Manual,First Owner,8.0,2600,13.0,2489.0,95.0
220000,100000,Petrol,Individual,Manual,Second Owner,5.0,2700,17.7,1497.0,78.0
412000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0
126000,52000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,1061.0,67.0
430000,63000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0
130000,90000,Petrol,Individual,Manual,Second Owner,5.0,3500,19.0,998.0,66.1
350000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0
220000,35000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3
380000,80000,Diesel,Individual,Manual,First Owner,7.0,1500,13.6,2523.0,63.0
200000,110000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0
2000000,20000,Diesel,Individual,Manual,First Owner,7.0,3400,12.55,2982.0,168.5
610000,90000,Diesel,Individual,Manual,First Owner,5.0,3250,22.77,1498.0,98.59
2500000,30000,Petrol,Individual,Automatic,Second Owner,5.0,4600,15.71,1998.0,189.0
620000,61000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0
150000,66000,Petrol,Individual,Manual,First Owner,8.0,2500,14.7,796.0,37.0
450000,80000,Petrol,Individual,Manual,First Owner,7.0,4000,20.62,1198.0,67.0
1150000,27000,Diesel,Individual,Manual,Second Owner,5.0,2750,19.67,1582.0,126.2
500000,60000,Petrol,Individual,Manual,First Owner,6.0,3600,18.15,1198.0,82.0
246000,139000,Petrol,Individual,Manual,First Owner,5.0,3500,18.9,998.0,67.1
400000,60000,CNG,Individual,Manual,First Owner,5.0,3000,21.94,1196.0,61.7
65000,10000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0
725000,30000,Diesel,Individual,Manual,First Owner,5.0,2500,21.7,1498.0,98.96
736000,125000,Diesel,Individual,Automatic,First Owner,5.0,2750,22.32,1582.0,126.32
700000,45000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
150000,30000,Petrol,Individual,Manual,First Owner,5.0,4200,18.0,995.0,62.0
180000,80500,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
409999,200000,Diesel,Individual,Manual,First Owner,5.0,2400,23.59,1364.0,67.04
550000,60000,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
50000,18000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0
80000,110000,Diesel,Individual,Manual,Second Owner,5.0,2250,20.8,1527.0,58.0
110000,90000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
180000,120000,Petrol,Individual,Manual,Second Owner,5.0,2700,17.7,1497.0,78.0
605000,127000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
800000,70000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5
350000,116500,Diesel,Individual,Manual,First Owner,5.0,2750,23.0,1396.0,90.0
300000,120000,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,82.85
160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,13.9,1599.0,103.2
225000,90000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0
1025000,120000,Diesel,Individual,Automatic,Third Owner,7.0,2750,12.07,2967.0,241.4
1300000,40000,Diesel,Individual,Automatic,First Owner,7.0,2500,17.6,2179.0,153.86
560000,18000,Diesel,Individual,Manual,First Owner,5.0,3000,21.66,1498.0,108.62
650000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5
1150000,29000,Diesel,Individual,Manual,First Owner,7.0,2800,15.1,2179.0,152.87
480000,65755,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1
960000,2600,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96
1050000,46000,Diesel,Individual,Automatic,First Owner,7.0,2800,16.0,2179.0,140.0
310000,15000,Petrol,Individual,Manual,Second Owner,5.0,4000,21.1,814.0,55.2
500000,60000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0
350000,15500,Petrol,Individual,Automatic,First Owner,5.0,3500,23.95,998.0,67.1
365000,120000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6
165000,120000,Diesel,Individual,Manual,Third Owner,5.0,3000,14.8,1998.0,68.0
100000,120000,Diesel,Individual,Manual,Third Owner,10.0,2200,14.6,2956.0,63.0
240000,80000,Diesel,Individual,Manual,Second Owner,7.0,1500,13.6,2523.0,63.0
925000,40000,Diesel,Individual,Manual,First Owner,7.0,2500,17.3,1497.0,121.0
590000,15000,Petrol,Individual,Manual,First Owner,5.0,4000,18.16,1196.0,86.8
525000,110000,Diesel,Individual,Manual,Second Owner,7.0,2700,13.7,2179.0,138.1
720000,80000,Diesel,Individual,Manual,Second Owner,8.0,3400,12.99,2494.0,100.6
850000,50000,Diesel,Individual,Automatic,First Owner,5.0,1750,19.6,1461.0,108.45
490000,110000,Diesel,Individual,Automatic,First Owner,8.0,2800,11.79,2179.0,120.0
325000,100000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6
1200000,20000,Diesel,Individual,Automatic,First Owner,5.0,25987,22.0,1582.0,126.2
450000,135000,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
300000,50700,Diesel,Individual,Manual,First Owner,5.0,2500,19.09,1405.0,69.01
365000,70000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.07,1199.0,73.9
500000,120000,Petrol,Individual,Automatic,First Owner,5.0,4500,11.7,1796.0,178.0
900000,112000,Diesel,Individual,Manual,Second Owner,8.0,3600,12.99,2494.0,100.6
700000,35000,Diesel,Individual,Manual,First Owner,5.0,19024,24.0,1186.0,73.97
880000,50000,Diesel,Individual,Manual,First Owner,5.0,1750,19.6,1461.0,108.45
700000,121000,Diesel,Individual,Manual,Third Owner,7.0,3600,12.99,2494.0,100.6
380000,120000,Diesel,Individual,Manual,Second Owner,7.0,2800,12.05,2179.0,120.0
150000,90000,Petrol,Individual,Manual,Third Owner,5.0,4200,13.4,1794.0,125.0
235000,70000,CNG,Individual,Manual,Second Owner,5.0,3500,26.3,998.0,67.1
320000,20000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0
550000,60000,Diesel,Individual,Manual,First Owner,5.0,1900,20.45,1461.0,83.8
3200000,40000,Diesel,Individual,Automatic,First Owner,5.0,2500,18.12,1995.0,190.0
750000,440000,Diesel,Individual,Manual,Second Owner,7.0,3400,12.99,2494.0,100.6
645000,60000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0
300000,110000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04
580000,152000,Diesel,Individual,Manual,First Owner,5.0,21966,21.19,1396.0,88.73
220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4000,17.0,1197.0,80.0
451000,70000,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
850000,50000,Petrol,Individual,Manual,First Owner,5.0,4000,17.0,1198.0,108.5
300000,125000,Diesel,Individual,Manual,First Owner,5.0,2000,19.3,1248.0,73.9
350000,60000,Petrol,Individual,Manual,First Owner,5.0,4000,18.16,1196.0,86.8
300000,90000,CNG,Individual,Manual,First Owner,5.0,3000,21.94,1196.0,63.0
390000,30000,CNG,Individual,Manual,First Owner,5.0,3000,21.94,1196.0,63.0
1200000,90000,Diesel,Individual,Manual,First Owner,8.0,3600,12.99,2494.0,100.6
550000,20000,Petrol,Individual,Manual,First Owner,5.0,3750,17.0,1198.0,73.75
300000,110000,Diesel,Individual,Manual,Third Owner,5.0,2000,22.9,1248.0,74.0
300000,150000,Diesel,Individual,Manual,Second Owner,5.0,2500,20.54,1598.0,103.6
350000,110000,Diesel,Individual,Manual,First Owner,5.0,2750,23.0,1396.0,90.0
880000,120000,Diesel,Individual,Manual,Second Owner,5.0,2750,19.67,1582.0,126.2
160000,120000,CNG,Individual,Manual,Second Owner,5.0,3500,13.2,1495.0,93.7
